name,iso_country,icao_code,municipality,iata_code,coordinates
Kuujjuaq Airport,CA,CYVP,Kuujjuaq,YVP,"-68.4269027709961, 58.096099853515625"
Norman Wells Airport,CA,CYVQ,Norman Wells,YVQ,"-126.7979965209961, 65.28160095214844"
Vancouver International Airport,CA,CYVR,Vancouver,YVR,"-123.183998108, 49.193901062"
Wiarton Airport,CA,CYVV,Wiarton,YVV,"-81.107201, 44.7458"
Deer Lake Airport,CA,CYVZ,Deer Lake,YVZ,"-94.0614013671875, 52.655799865722656"
Petawawa Airport,CA,CYWA,Petawawa,YWA,"-77.31919860839844, 45.95220184326172"
Winnipeg / James Armstrong Richardson International Airport,CA,CYWG,Winnipeg,YWG,"-97.2398986816, 49.909999847399995"
D����line Airport,CA,CYWJ,D����line,YWJ,"-123.43599700927734, 65.21109771728516"
Wabush Airport,CA,CYWK,Wabush,YWK,"-66.8644027709961, 52.92190170288086"
Williams Lake Airport,CA,CYWL,Williams Lake,YWL,"-122.054000854, 52.1831016541"
Webequie Airport,CA,CYWP,Webequie,YWP,"-87.3748683929, 52.9593933975"
Wrigley Airport,CA,CYWY,Wrigley,YWY,"-123.43699645996094, 63.20940017700195"
Cranbrook/Canadian Rockies International Airport,CA,CYXC,Cranbrook,YXC,"-115.78199768066, 49.610801696777"
Saskatoon John G. Diefenbaker International Airport,CA,CYXE,Saskatoon,YXE,"-106.69999694824219, 52.170799255371094"
Medicine Hat Airport,CA,CYXH,Medicine Hat,YXH,"-110.72100067138672, 50.01890182495117"
Fort St John Airport,CA,CYXJ,Fort St.John,YXJ,"-120.739998, 56.238098"
Rimouski Airport,CA,CYXK,Rimouski,YXK,"-68.49690246582031, 48.47809982299805"
Sioux Lookout Airport,CA,CYXL,Sioux Lookout,YXL,"-91.9052963256836, 50.11389923095703"
Whale Cove Airport,CA,CYXN,Whale Cove,YXN,"-92.59809875490001, 62.24000167849999"
Pangnirtung Airport,CA,CYXP,Pangnirtung,YXP,"-65.71360015869999, 66.1449966431"
Beaver Creek Airport,CA,CYXQ,Beaver Creek,YXQ,"-140.86700439453125, 62.410301208496094"
Earlton (Timiskaming Regional) Airport,CA,CYXR,Earlton,YXR,"-79.8473453522, 47.697400654599996"
Prince George Airport,CA,CYXS,Prince George,YXS,"-122.679000854, 53.8894004822"
Northwest Regional Airport Terrace-Kitimat,CA,CYXT,Terrace,YXT,"-128.576009, 54.468498"
London Airport,CA,CYXU,London,YXU,"-81.1539, 43.035599"
Abbotsford Airport,CA,CYXX,Abbotsford,YXX,"-122.36100006103516, 49.025299072265625"
Whitehorse / Erik Nielsen International Airport,CA,CYXY,Whitehorse,YXY,"-135.067001343, 60.7095985413"
Wawa Airport,CA,CYXZ,Wawa,YXZ,"-84.78669738769531, 47.96670150756836"
North Bay Jack Garland Airport,CA,CYYB,North Bay,YYB,"-79.422798, 46.363602"
Calgary International Airport,CA,CYYC,Calgary,YYC,"-114.019996643, 51.113899231"
Smithers Airport,CA,CYYD,Smithers,YYD,"-127.18299865722656, 54.82469940185547"
Fort Nelson Airport,CA,CYYE,Fort Nelson,YYE,"-122.597000122, 58.8363990784"
Penticton Airport,CA,CYYF,Penticton,YYF,"-119.60199737548828, 49.46310043334961"
Charlottetown Airport,CA,CYYG,Charlottetown,YYG,"-63.12110137939453, 46.290000915527344"
Taloyoak Airport,CA,CYYH,Taloyoak,YYH,"-93.576698, 69.5467"
Victoria International Airport,CA,CYYJ,Victoria,YYJ,"-123.426002502, 48.646900177"
Lynn Lake Airport,CA,CYYL,Lynn Lake,YYL,"-101.07599639892578, 56.86389923095703"
Swift Current Airport,CA,CYYN,Swift Current,YYN,"-107.691001892, 50.291900634799994"
Churchill Airport,CA,CYYQ,Churchill,YYQ,"-94.06500244140625, 58.739200592041016"
Goose Bay Airport,CA,CYYR,Goose Bay,YYR,"-60.4258003235, 53.3191986084"
St. John's International Airport,CA,CYYT,St. John's,YYT,"-52.7518997192, 47.618598938"
Kapuskasing Airport,CA,CYYU,Kapuskasing,YYU,"-82.46749877929688, 49.41389846801758"
Armstrong Airport,CA,CYYW,Armstrong,YYW,"-88.90969848632812, 50.29029846191406"
Mont Joli Airport,CA,CYYY,Mont-Joli,YYY,"-68.20809936523438, 48.60860061645508"
Lester B. Pearson International Airport,CA,CYYZ,Toronto,YYZ,"-79.63059997559999, 43.6772003174"
Gore Bay Manitoulin Airport,CA,CYZE,Gore Bay,YZE,"-82.56780242919922, 45.88529968261719"
Yellowknife Airport,CA,CYZF,Yellowknife,YZF,"-114.44000244140625, 62.462799072265625"
Salluit Airport,CA,CYZG,Salluit,YZG,"-75.66719818115234, 62.17940139770508"
Slave Lake Airport,CA,CYZH,Slave Lake,YZH,"-114.777000427, 55.2930984497"
Sandspit Airport,CA,CYZP,Sandspit,YZP,"-131.813995361, 53.25429916379999"
Chris Hadfield Airport,CA,CYZR,Sarnia,YZR,"-82.30889892578125, 42.9994010925293"
Coral Harbour Airport,CA,CYZS,Coral Harbour,YZS,"-83.3593978882, 64.1932983398"
Port Hardy Airport,CA,CYZT,Port Hardy,YZT,"-127.36699676513672, 50.680599212646484"
Whitecourt Airport,CA,CYZU,Whitecourt,YZU,"-115.78700256347656, 54.14390182495117"
Sept-����les Airport,CA,CYZV,Sept-����les,YZV,"-66.2656021118164, 50.22330093383789"
Teslin Airport,CA,CYZW,Teslin,YZW,"-132.7429962158203, 60.17279815673828"
CFB Greenwood,CA,CYZX,Greenwood,YZX,"-64.91690063476562, 44.98440170288086"
York Landing Airport,CA,CZAC,York Landing,ZAC,"-96.08920288085938, 56.08940124511719"
Shuswap Regional Airport,CA,CZAM,Salmon Arm,YSN,"-119.228996, 50.682802"
Boundary Bay Airport,CA,CZBB,Vancouver,YDT,"-123.012001, 49.0742"
Ilford Airport,CA,CZBD,Ilford,ILF,"-95.613899231, 56.0614013672"
Bathurst Airport,CA,CZBF,Bathurst,ZBF,"-65.738899231, 47.629699707"
Bromont (Roland Desourdy) Airport,CA,CZBM,Bromont,ZBM,"-72.74140167239999, 45.2907981873"
Kelsey Airport,CA,CZEE,Kelsey,KES,"-96.50969696039999, 56.0374984741"
Eastmain River Airport,CA,CZEM,Eastmain River,ZEM,"-78.52249908447266, 52.22639846801758"
Faro Airport,CA,CZFA,Faro,ZFA,"-133.37600708007812, 62.20750045776367"
Fond-Du-Lac Airport,CA,CZFD,Fond-Du-Lac,ZFD,"-107.18199920654297, 59.33440017700195"
Pukatawagan Airport,CA,CZFG,Pukatawagan,XPK,"-101.26599884, 55.7491989136"
Fort Mcpherson Airport,CA,CZFM,Fort Mcpherson,ZFM,"-134.86099243164062, 67.40750122070312"
Tulita Airport,CA,CZFN,Tulita,ZFN,"-125.572998, 64.909697"
Grand Forks Airport,CA,CZGF,Grand Forks,ZGF,"-118.43099975585938, 49.01559829711914"
Gods River Airport,CA,CZGI,Gods River,ZGI,"-94.07859802246094, 54.839698791503906"
Little Grand Rapids Airport,CA,CZGR,Little Grand Rapids,ZGR,"-95.4657974243164, 52.04560089111328"
Jenpeg Airport,CA,CZJG,Jenpeg,ZJG,"-98.04609680175781, 54.51890182495117"
Swan River Airport,CA,CZJN,Swan River,ZJN,"-101.23600006103516, 52.120601654052734"
Kashechewan Airport,CA,CZKE,Kashechewan,ZKE,"-81.67780303955078, 52.282501220703125"
Thicket Portage Airport,CA,CZLQ,Thicket Portage,YTD,"-97.70780181884766, 55.31890106201172"
Muskrat Dam Airport,CA,CZMD,Muskrat Dam,MSA,"-91.76280212402344, 53.44139862060547"
Pikwitonei Airport,CA,CZMN,Pikwitonei,PIW,"-97.16419982910156, 55.58890151977539"
Masset Airport,CA,CZMT,Masset,ZMT,"-132.125, 54.02750015258789"
Poplar River Airport,CA,CZNG,Poplar River,XPP,"-97.2741937637, 52.9965258788"
Sachigo Lake Airport,CA,CZPB,Sachigo Lake,ZPB,"-92.19640350341797, 53.8911018371582"
Pincher Creek Airport,CA,CZPC,Pincher Creek,WPC,"-113.997001648, 49.520599365200006"
Round Lake (Weagamow Lake) Airport,CA,CZRJ,Round Lake,ZRJ,"-91.31279754638672, 52.943599700927734"
Sandy Lake Airport,CA,CZSJ,Sandy Lake,ZSJ,"-93.34439849853516, 53.06420135498047"
South Indian Lake Airport,CA,CZSN,South Indian Lake,XSI,"-98.9072036743, 56.7928009033"
Stewart Airport,CA,CZST,Stewart,ZST,"-129.982434511, 55.935410448"
Shamattawa Airport,CA,CZTM,Shamattawa,ZTM,"-92.0813980102539, 55.8656005859375"
Ignace Municipal Airport,CA,CZUC,Ignace,ZUC,"-91.7177963256836, 49.4296989440918"
Lac Brochet Airport,CA,CZWH,Lac Brochet,XLB,"-101.46900177, 58.6175003052"
Wollaston Lake Airport,CA,CZWL,Wollaston Lake,ZWL,"-103.1719970703125, 58.10689926147461"
Soummam Airport,DZ,DAAE,B����ja����a,BJA,"5.0699200630200005, 36.7120018005"
Houari Boumediene Airport,DZ,DAAG,Algiers,ALG,"3.215409994125366, 36.691001892089844"
Djanet Inedbirene Airport,DZ,DAAJ,Djanet,DJG,"9.45244, 24.292801"
Illizi Takhamalt Airport,DZ,DAAP,Illizi,VVZ,"8.62265014648, 26.7234992981"
Ain Arnat Airport,DZ,DAAS,S����tif,QSF,"5.3244900703399995, 36.178100585900005"
Aguenar ������ Hadj Bey Akhamok Airport,DZ,DAAT,Tamanrasset,TMR,"5.45107984543, 22.8115005493"
Jijel Ferhat Abbas Airport,DZ,DAAV,Jijel,GJL,"5.87361001968, 36.7951011658"
Mecheria Airport,DZ,DAAY,Mecheria,MZW,"-0.242353007197, 33.535900116"
Rabah Bitat Airport,DZ,DABB,Annaba,AAE,"7.809174, 36.822201"
Mohamed Boudiaf International Airport,DZ,DABC,Constantine,CZL,"6.620389938354492, 36.2760009765625"
Cheikh Larbi T����bessi Airport,DZ,DABS,T����bessi,TEE,"8.12071990967, 35.4315986633"
Batna Airport,DZ,DABT,Batna,BLJ,"6.308589935300001, 35.752101898199996"
Bou Chekif Airport,DZ,DAOB,Tiaret,TID,"1.46315002441, 35.3410987854"
Tindouf Airport,DZ,DAOF,Tindouf,TIN,"-8.167099952700001, 27.7003993988"
Zenata ������ Messali El Hadj Airport,DZ,DAON,Tlemcen,TLM,"-1.45000004768, 35.0167007446"
Es Senia Airport,DZ,DAOO,Oran,ORN,"-0.6211829781529999, 35.6239013672"
B����char Boudghene Ben Ali Lotfi Airport,DZ,DAOR,B����char,CBH,"-2.269860029220581, 31.645700454711914"
Biskra Airport,DZ,DAUB,Biskra,BSK,"5.73823022842, 34.793300628699996"
Noum����rat - Moufdi Zakaria Airport,DZ,DAUG,Gharda����a,GHA,"3.794110059738159, 32.38410186767578"
Oued Irara Airport,DZ,DAUH,Hassi Messaoud,HME,"6.140439987180001, 31.673000335699996"
In Salah Airport,DZ,DAUI,In Salah,INZ,"2.51202011108, 27.250999450699997"
Touggourt Sidi Madhi Airport,DZ,DAUK,Touggourt,TGR,"6.088669776916504, 33.06779861450195"
Laghouat Airport,DZ,DAUL,Laghouat,LOO,"2.92833995819, 33.764400482199996"
Guemar Airport,DZ,DAUO,Guemar,ELU,"6.77679014206, 33.5113983154"
Timimoun Airport,DZ,DAUT,Timimoun,TMX,"0.276033014059, 29.2371006012"
Ain el Beida Airport,DZ,DAUU,Ouargla,OGX,"5.412779808044434, 31.917200088500977"
In Am����nas Airport,DZ,DAUZ,Am����nas,IAM,"9.64291, 28.0515"
Cadjehoun Airport,BJ,DBBB,Cotonou,COO,"2.384350061416626, 6.357230186462402"
Baicheng Chang'an Airport,CN,ZYBA,Baicheng,DBC,"123.019722, 45.505278"
Ouagadougou Airport,BF,DFFD,Ouagadougou,OUA,"-1.51242, 12.3532"
Bobo Dioulasso Airport,BF,DFOO,Bobo Dioulasso,BOY,"-4.33096981048584, 11.160099983215332"
Kotoka International Airport,GH,DGAA,Accra,ACC,"-0.16678600013256073, 5.605189800262451"
Tamale Airport,GH,DGLE,Tamale,TML,"-0.8632140159606934, 9.55718994140625"
Kumasi Airport,GH,DGSI,Kumasi,KMS,"-1.5908199548721313, 6.714560031890869"
Sunyani Airport,GH,DGSN,Sunyani,NYI,"-2.3287599086761475, 7.361830234527588"
Takoradi Airport,GH,DGTK,Sekondi-Takoradi,TKD,"-1.7747600078582764, 4.896059989929199"
Port Bouet Airport,CI,DIAP,Abidjan,ABJ,"-3.9262900352478027, 5.261390209197998"
Korhogo Airport,CI,DIKO,Korhogo,HGO,"-5.55666017532, 9.38718032837"
Yamoussoukro Airport,CI,DIYO,Yamoussoukro,ASK,"-5.36558008194, 6.9031701088"
Nnamdi Azikiwe International Airport,NG,DNAA,Abuja,ABV,"7.263169765472412, 9.006790161132812"
Akwa Ibom International Airport,NG,DNAI,Uyo,QUO,"8.093, 4.8725"
Akure Airport,NG,DNAK,Akure,AKR,"5.3010101318359375, 7.246739864349365"
Asaba International Airport,NG,DNAS,Asaba,ABB,"6.665278, 6.204167"
Sir Abubakar Tafawa Balewa International Airport,NG,DNBC,Bauchi,BCU,"9.744, 10.482833"
Benin Airport,NG,DNBE,Benin,BNI,"5.5995001792907715, 6.316979885101318"
Margaret Ekpo International Airport,NG,DNCA,Calabar,CBQ,"8.347200393676758, 4.976019859313965"
Akanu Ibiam International Airport,NG,DNEN,Enegu,ENU,"7.561960220336914, 6.474269866943359"
Ibadan Airport,NG,DNIB,Ibadan,IBA,"3.97832989692688, 7.362460136413574"
Ilorin International Airport,NG,DNIL,Ilorin,ILR,"4.493919849395752, 8.440210342407227"
Sam Mbakwe International Airport,NG,DNIM,Owerri,QOW,"7.206029891967773, 5.427060127258301"
Yakubu Gowon Airport,NG,DNJO,Jos,JOS,"8.869050025939941, 9.639829635620117"
Kaduna Airport,NG,DNKA,Kaduna,KAD,"7.320109844207764, 10.696000099182129"
Mallam Aminu International Airport,NG,DNKN,Kano,KAN,"8.52462, 12.0476"
Maiduguri International Airport,NG,DNMA,Maiduguri,MIU,"13.080900192260742, 11.855299949645996"
Makurdi Airport,NG,DNMK,Makurdi,MDI,"8.61394, 7.70388"
Murtala Muhammed International Airport,NG,DNMM,Lagos,LOS,"3.321160078048706, 6.5773701667785645"
Minna Airport,NG,DNMN,Minna,MXJ,"6.462259769439697, 9.652170181274414"
Port Harcourt International Airport,NG,DNPO,Port Harcourt,PHC,"6.94959020614624, 5.0154900550842285"
Sadiq Abubakar III International Airport,NG,DNSO,Sokoto,SKO,"5.207190036773682, 12.916299819946289"
Yola Airport,NG,DNYO,Yola,YOL,"12.430399894714355, 9.257550239562988"
Zaria Airport,NG,DNZA,Zaria,ZAR,"7.68581, 11.1302"
Maradi Airport,NE,DRRM,Maradi,MFQ,"7.1267499923706055, 13.5024995803833"
Diori Hamani International Airport,NE,DRRN,Niamey,NIM,"2.18361, 13.4815"
Tahoua Airport,NE,DRRT,Tahoua,THZ,"5.265359878540039, 14.875699996948242"
Mano Dayak International Airport,NE,DRZA,Agadez,AJY,"8.000109672546387, 16.965999603271484"
Zinder Airport,NE,DRZR,Zinder,ZND,"8.983759880065918, 13.779000282287598"
Tabarka 7 Novembre Airport,TN,DTKA,Tabarka,TBJ,"8.87693977355957, 36.97999954223633"
Monastir Habib Bourguiba International Airport,TN,DTMB,Monastir,MIR,"10.75469970703125, 35.75809860229492"
Tunis Carthage International Airport,TN,DTTA,Tunis,TUN,"10.22719955444336, 36.85100173950195"
Gafsa Ksar International Airport,TN,DTTF,Gafsa,GAF,"8.822500228881836, 34.422000885009766"
Gab����s Matmata International Airport,TN,DTTG,Gab����s,GAE,"10.103300094604492, 33.87689971923828"
Djerba Zarzis International Airport,TN,DTTJ,Djerba,DJE,"10.775500297546387, 33.875"
El Borma Airport,TN,DTTR,El Borma,EBM,"9.254619598388672, 31.704299926757812"
Sfax Thyna International Airport,TN,DTTX,Sfax,SFA,"10.690999984741211, 34.71799850463867"
Tozeur Nefta International Airport,TN,DTTZ,Tozeur,TOE,"8.110560417175293, 33.939701080322266"
Niamtougou International Airport,TG,DXNG,Niamtougou,LRL,"1.091249942779541, 9.767330169677734"
Lom����-Tokoin Airport,TG,DXXX,Lom����,LFW,"1.2545100450515747, 6.165609836578369"
Antwerp International Airport (Deurne),BE,EBAW,Antwerp,ANR,"4.46027994156, 51.1893997192"
Brussels Airport,BE,EBBR,Brussels,BRU,"4.48443984985, 50.901401519800004"
Brussels South Charleroi Airport,BE,EBCI,Brussels,CRL,"4.45382, 50.459202"
Wevelgem Airport,BE,EBKT,Wevelgem,KJK,"3.20472002029, 50.817199707"
Li����ge Airport,BE,EBLG,Li����ge,LGG,"5.443220138549805, 50.63740158081055"
Ostend-Bruges International Airport,BE,EBOS,Ostend,OST,"2.8622200489, 51.198898315399994"
Altenburg-Nobitz Airport,DE,EDAC,Altenburg,AOC,"12.506389, 50.981945"
Heringsdorf Airport,DE,EDAH,Heringsdorf,HDF,"14.152299881, 53.8787002563"
"Magdeburg ""City"" Airport",DE,EDBM,Magdeburg,ZMG,"11.626389, 52.073612"
Neubrandenburg Airport,DE,EDBN,Neubrandenburg,FNB,"13.306, 53.6022"
Berlin-Sch����nefeld Airport,DE,EDDB,Berlin,SXF,"13.5225, 52.380001"
Dresden Airport,DE,EDDC,Dresden,DRS,"13.767200469970703, 51.1328010559082"
Erfurt Airport,DE,EDDE,Erfurt,ERF,"10.958100318908691, 50.979801177978516"
Frankfurt am Main Airport,DE,EDDF,Frankfurt am Main,FRA,"8.570556, 50.033333"
M����nster Osnabr����ck Airport,DE,EDDG,M����nster,FMO,"7.68483018875, 52.134601593"
Hamburg Airport,DE,EDDH,Hamburg,HAM,"9.9882297515869, 53.630401611328"
Cologne Bonn Airport,DE,EDDK,Cologne,CGN,"7.1427397728, 50.8658981323"
D����sseldorf Airport,DE,EDDL,D����sseldorf,DUS,"6.76678, 51.289501"
Munich Airport,DE,EDDM,Munich,MUC,"11.7861, 48.353802"
Nuremberg Airport,DE,EDDN,Nuremberg,NUE,"11.078056, 49.498699"
Leipzig/Halle Airport,DE,EDDP,Leipzig,LEJ,"12.236389, 51.423889"
Saarbr����cken Airport,DE,EDDR,Saarbr����cken,SCN,"7.10950994492, 49.214599609400004"
Stuttgart Airport,DE,EDDS,Stuttgart,STR,"9.22196006775, 48.689899444599995"
Berlin-Tegel Airport,DE,EDDT,Berlin,TXL,"13.2877, 52.5597"
Hannover Airport,DE,EDDV,Hannover,HAJ,"9.685079574580001, 52.461101532"
Bremen Airport,DE,EDDW,Bremen,BRE,"8.78666973114, 53.0475006104"
Frankfurt-Hahn Airport,DE,EDFH,Frankfurt am Main,HHN,"7.26389, 49.9487"
Mannheim-City Airport,DE,EDFM,Mannheim,MHG,"8.514167, 49.473057"
Eisenach-Kindel Airport,DE,EDGE,Eisenach,EIB,"10.47973, 50.991604"
Hamburg-Finkenwerder Airport,DE,EDHI,Hamburg,XFW,"9.835556030273438, 53.5352783203125"
Kiel-Holtenau Airport,DE,EDHK,Kiel,KEL,"10.145277976989746, 54.37944412231445"
L����beck Blankensee Airport,DE,EDHL,L����beck,LBC,"10.7192001343, 53.8054008484"
Memmingen Allgau Airport,DE,EDJA,Memmingen,FMM,"10.2395000458, 47.988800048799995"
M����nchengladbach Airport,DE,EDLN,M����nchengladbach,MGL,"6.504444, 51.230278"
Paderborn Lippstadt Airport,DE,EDLP,Paderborn,PAD,"8.616319656369999, 51.614101409899995"
Weeze Airport,DE,EDLV,Weeze,NRN,"6.14216995239, 51.6024017334"
Dortmund Airport,DE,EDLW,Dortmund,DTM,"7.61223983765, 51.51829910279999"
Augsburg Airport,DE,EDMA,Augsburg,AGB,"10.931667, 48.425278"
Friedrichshafen Airport,DE,EDNY,Friedrichshafen,FDH,"9.51148986816, 47.671298980699994"
Bayreuth Airport,DE,EDQD,Bayreuth,BYU,"11.64, 49.985001"
Hof-Plauen Airport,DE,EDQM,Hof,HOQ,"11.856389045715332, 50.288612365722656"
Karlsruhe Baden-Baden Airport,DE,EDSB,Baden-Baden,FKB,"8.08049964905, 48.7793998718"
Donaueschingen-Villingen Airport,DE,EDTD,Donaueschingen,ZQL,"8.52222156525, 47.97333145139999"
Braunschweig-Wolfsburg Airport,DE,EDVE,Braunschweig,BWE,"10.5561, 52.319199"
Kassel-Calden Airport,DE,EDVK,Kassel,KSF,"9.384967, 51.417273"
Westerland Sylt Airport,DE,EDXW,Westerland,GWT,"8.34047031403, 54.9132003784"
K����rdla Airport,EE,EEKA,K����rdla,KDL,"22.830699920654297, 58.99079895019531"
Kuressaare Airport,EE,EEKE,Kuressaare,URE,"22.50950050354004, 58.22990036010742"
P����rnu Airport,EE,EEPU,P����rnu,EPU,"24.47279930114746, 58.41899871826172"
Lennart Meri Tallinn Airport,EE,EETN,Tallinn,TLL,"24.832799911499997, 59.41329956049999"
Tartu Airport,EE,EETU,Tartu,TAY,"26.690399169900004, 58.3074989319"
Enontekio Airport,FI,EFET,Enontekio,ENF,"23.424299240112, 68.362602233887"
Halli Airport,FI,EFHA,Halli / Kuorevesi,KEV,"24.786686, 61.856039"
Helsinki Malmi Airport,FI,EFHF,Helsinki,HEM,"25.042800903320312, 60.254600524902344"
Helsinki Vantaa Airport,FI,EFHK,Helsinki,HEL,"24.963300704956, 60.317199707031"
Ivalo Airport,FI,EFIV,Ivalo,IVL,"27.405300140381, 68.607299804688"
Joensuu Airport,FI,EFJO,Joensuu / Liperi,JOE,"29.607500076294, 62.662899017334"
Jyvaskyla Airport,FI,EFJY,Jyv����skyl����n Maalaiskunta,JYV,"25.678300857544, 62.399501800537"
Kauhava Airport,FI,EFKA,Kauhava,KAU,"23.051399, 63.127102"
Kemi-Tornio Airport,FI,EFKE,Kemi / Tornio,KEM,"24.582099914551, 65.778701782227"
Kajaani Airport,FI,EFKI,Kajaani,KAJ,"27.692399978638, 64.285499572754"
Kokkola-Pietarsaari Airport,FI,EFKK,Kokkola / Kruunupyy,KOK,"23.143100738525, 63.721199035645"
Kuusamo Airport,FI,EFKS,Kuusamo,KAO,"29.239400863647, 65.987602233887"
Kittil���� Airport,FI,EFKT,Kittil����,KTT,"24.846799850464, 67.700996398926"
Kuopio Airport,FI,EFKU,Kuopio / Siilinj����rvi,KUO,"27.797800064087, 63.007099151611"
Lappeenranta Airport,FI,EFLP,Lappeenranta,LPP,"28.144743, 61.044601"
Mikkeli Airport,FI,EFMI,Mikkeli,MIK,"27.201799, 61.6866"
Oulu Airport,FI,EFOU,Oulu / Oulunsalo,OUL,"25.354600906372, 64.930099487305"
Pori Airport,FI,EFPO,Pori,POR,"21.799999237061, 61.461700439453"
Rovaniemi Airport,FI,EFRO,Rovaniemi,RVN,"25.830400466919, 66.564796447754"
Savonlinna Airport,FI,EFSA,Savonlinna,SVL,"28.945100784302, 61.943099975586"
Sein����joki Airport,FI,EFSI,Sein����joki / Ilmajoki,SJY,"22.8323, 62.692101"
Sodankyla Airport,FI,EFSO,Sodankyla,SOT,"26.6191005707, 67.3949966431"
Tampere-Pirkkala Airport,FI,EFTP,Tampere / Pirkkala,TMP,"23.604400634766, 61.414100646973"
Turku Airport,FI,EFTU,Turku,TKU,"22.262800216675, 60.514099121094"
Utti Air Base,FI,EFUT,Utti / Valkeala,UTI,"26.938400268555, 60.89640045166"
Vaasa Airport,FI,EFVA,Vaasa,VAA,"21.762199401855, 63.050701141357"
Varkaus Airport,FI,EFVR,Varkaus / Joroinen,VRK,"27.868600845337, 62.171100616455"
Belfast International Airport,GB,EGAA,Belfast,BFS,"-6.2158298492399995, 54.6575012207"
St Angelo Airport,GB,EGAB,Enniskillen,ENK,"-7.651669979095459, 54.39889907836914"
George Best Belfast City Airport,GB,EGAC,Belfast,BHD,"-5.872499942779541, 54.618099212646484"
City of Derry Airport,GB,EGAE,Derry,LDY,"-7.161109924316406, 55.04280090332031"
Birmingham International Airport,GB,EGBB,Birmingham,BHX,"-1.74802994728, 52.453899383499994"
Coventry Airport,GB,EGBE,Coventry,CVT,"-1.4797199964499999, 52.3697013855"
Gloucestershire Airport,GB,EGBJ,Staverton,GLO,"-2.167220115661621, 51.89419937133789"
Nottingham Airport,GB,EGBN,Nottingham,NQT,"-1.0791699886322021, 52.91999816894531"
Manchester Airport,GB,EGCC,Manchester,MAN,"-2.2749500274658203, 53.35369873046875"
Robin Hood Doncaster Sheffield Airport,GB,EGCN,Doncaster,DSA,"-1.01065635681, 53.4805378105"
RNAS Yeovilton,GB,EGDY,Yeovil,YEO,"-2.638819932937622, 51.0093994140625"
Campbeltown Airport,GB,EGEC,Campbeltown,CAL,"-5.686389923095703, 55.437198638916016"
Eday Airport,GB,EGED,Eday,EOI,"-2.7722198963165283, 59.19060134887695"
Fair Isle Airport,GB,EGEF,Fair Isle,FIE,"-1.628059983253479, 59.53580093383789"
Haverfordwest Airport,GB,EGFE,Haverfordwest,HAW,"-4.9611101150512695, 51.833099365234375"
Cardiff International Airport,GB,EGFF,Cardiff,CWL,"-3.343329906463623, 51.39670181274414"
Swansea Airport,GB,EGFH,Swansea,SWS,"-4.0678300857543945, 51.60530090332031"
Bristol Airport,GB,EGGD,Bristol,BRS,"-2.71909, 51.382702"
Liverpool John Lennon Airport,GB,EGGP,Liverpool,LPL,"-2.849720001220703, 53.33359909057617"
London Luton Airport,GB,EGGW,London,LTN,"-0.36833301186561584, 51.874698638916016"
Land's End Airport,GB,EGHC,Land's End,LEQ,"-5.67056, 50.102798"
St. Mary's Airport,GB,EGHE,St. Mary's,ISC,"-6.291669845581055, 49.913299560546875"
